"companykey","flagkey","productkey","installmentkey","vendorkey","transactions","tpv","mdr","interchange","assessment","dia","acquirerkey","typekey","affiliationkey","facttpvkey","transactiondate"
"2","1","1","1","84","88","5447.99","70.85","53.1","9.87","7.88","11","1","180231","3293107","20131026"
"2","1","1","1","656","1","38.0","0.6900000000000001","0.37","0.07","0.25","11","1","163405","2879702","20131026"
"2","1","2","3","656","3","999.2","32.77","15.88","1.4","15.49","11","1","66783","2900327","20131026"
"2","2","2","2","578","12","842.14","19.82","9.91","1.55","8.36","11","1","57233","2844689","20131026"
"2","2","2","2","714","1","212.0","7.67","2.76","0.30000000000000004","4.61","11","1","222643","3174233","20131026"
"2","2","2","3","538","1","6513.0","227.94","123.72","8.1","96.12","11","1","26396","3138291","20131026"
"2","2","2","2","609","2","41.0","1.47","0.53","0.14","0.8","11","1","36199","2911041","20131026"
"2","1","2","2","656","2","96.5","3.33","1.4","0.16","1.77","11","1","89672","2900700","20131026"
"2","1","1","1","708","11","266.5","5.01","2.58","0.55","1.88","11","1","174101","2992681","20131026"
"2","1","2","2","656","1","40.85","1.1","0.34","0.07","0.6900000000000001","11","1","124405","3245047","20131026"
"2","2","1","1","552","1","800.0","14.0","8.0","0.16","5.84","11","1","160890","3141030","20131026"
"2","2","2","3","619","2","773.02","16.24","14.38","1.1","0.76","11","1","204256","2831914","20131026"
"2","1","2","2","681","1","300.0","10.86","5.58","0.38","4.9","11","1","128780","2893224","20131026"
"2","2","1","1","578","11","250.1","4.12","1.25","0.11","2.76","11","1","49944","3113603","20131026"
"2","2","1","1","553","10","999.5","17.4","10.0","0.25","7.15","11","1","119259","2811147","20131026"
"2","2","1","1","84","30","605.71","7.29","3.03","0.30000000000000004","3.96","11","1","106980","2968528","20131026"
"2","1","1","1","578","1","105.0","2.32","1.02","0.15","1.15","11","1","81252","3064472","20131026"
"2","2","1","1","681","1","17.3","0.32","0.09","0.01","0.22","11","1","89545","3013562","20131026"
"2","2","1","1","681","2","46.8","1.06","0.37","0.02","0.67","11","1","142923","2940971","20131026"
"2","1","2","2","708","1","39.5","1.03","0.58","0.07","0.38","11","1","98626","2999190","20131026"
"2","1","2","2","578","1","20.0","0.59","0.37","0.05","0.17","11","1","167467","3103429","20131026"
"2","2","1","1","578","1","1.0","0.02","0.01","0.01","0.0","11","1","227399","3069857","20131026"
"2","2","1","1","619","30","1055.05","17.83","10.55","0.39","6.89","11","1","154065","3171175","20131026"
"2","1","2","2","656","2","55.8","1.28","0.75","0.11","0.42","11","1","156667","3046330","20131026"
"2","2","1","1","392","1","499.7","8.39","5.0","0.1","3.29","11","1","15887","3326061","20131026"
"2","1","1","1","681","2","67.0","1.26","0.65","0.12","0.49","11","1","25112","2864435","20131026"
"2","2","2","3","726","1","1400.0","54.76","26.04","1.88","26.84","11","1","76715","2830079","20131026"
"2","2","1","1","578","1","21.6","0.47000000000000003","0.22","0.01","0.24","11","1","23601","3068313","20131026"
"2","1","2","2","708","13","1168.0","39.25","18.89","1.67","18.69","11","1","27823","2988468","20131026"
"2","1","1","1","656","1","30.0","0.55","0.29","0.06","0.2","11","1","148363","2841308","20131026"
"2","1","2","2","578","5","78.5","2.51","0.9500000000000001","0.2","1.3599999999999999","11","1","126405","3107711","20131026"
"2","1","1","1","578","1","8.5","0.16","0.08","0.03","0.05","11","1","216439","3058882","20131026"
"2","1","2","2","578","5","513.72","14.33","3.69","0.72","9.92","11","1","163858","3090691","20131026"
"2","1","1","1","714","2","740.0","14.28","7.18","0.93","6.17","11","1","109705","2906498","20131026"
"2","2","2","2","578","5","347.5","9.14","5.48","0.64","3.02","11","1","31238","3075151","20131026"
"2","2","2","3","656","1","377.0","14.74","7.02","0.54","7.18","11","1","105776","2903527","20131026"
"2","2","1","1","578","4","103.33","1.4","0.8300000000000001","0.04","0.53","11","1","123005","3093572","20131026"
"2","2","2","2","578","1","100.0","3.27","1.3","0.17","1.8","11","1","91382","3074583","20131026"
"2","2","2","2","681","7","418.55","11.01","6.6","0.8200000000000001","3.59","11","1","125693","3045498","20131026"
"2","1","2","2","713","1","44.0","1.1400000000000001","0.64","0.07","0.43","11","1","12254","2959198","20131026"
"2","1","2","3","578","1","548.5","22.1","8.72","0.7000000000000001","12.68","11","1","147164","3088328","20131026"
"2","2","1","1","537","1","3.0","0.06","0.30000000000000004","0.01","-0.25","11","1","197724","2921445","20131026"
"2","1","2","2","681","12","1444.64","38.01","24.06","1.99","11.96","11","1","94817","3243180","20131026"
"2","2","2","2","681","4","137.36","3.7199999999999998","1.79","0.35000000000000003","1.58","11","1","71880","2869992","20131026"
"2","2","1","1","714","1","97.6","1.67","0.98","0.03","0.66","11","1","59942","2935531","20131026"
"2","2","1","1","717","2","214.0","3.89","2.14","0.05","1.7000000000000002","11","1","50691","2870646","20131026"
"2","2","1","1","708","7","202.0","3.91","2.02","0.08","1.81","11","1","219858","2983716","20131026"
"2","1","1","1","681","2","22.5","0.42","0.25","0.07","0.1","11","1","202737","3287521","20131026"
"2","1","2","2","708","1","82.28","2.16","1.53","0.12","0.51","11","1","202331","2980893","20131026"
"2","1","1","1","656","7","153.0","2.5700000000000003","1.48","0.34","0.75","11","1","205136","2839807","20131026"
"2","2","1","1","437","18","601.4","10.59","6.01","0.23","4.35","11","1","164802","2904460","20131026"
"2","2","2","3","681","2","1000.0","39.61","18.61","1.42","19.58","11","1","44850","2868170","20131026"
"2","1","1","1","578","1","22.0","0.43","0.21","0.05","0.17","11","1","53098","3275079","20131026"
"2","1","2","3","578","6","844.78","34.61","13.44","1.42","19.75","11","1","79830","3053647","20131026"
"2","2","1","1","552","10","865.04","12.2","8.65","0.23","3.32","11","1","189182","3160451","20131026"
"2","1","1","1","578","14","187.79","2.26","1.83","0.52","-0.09","11","1","94076","3061963","20131026"
"2","1","1","1","578","8","411.29","7.2","3.98","0.66","2.56","11","1","94919","3134359","20131026"
"2","1","1","1","578","1","24.65","0.47000000000000003","0.14","0.05","0.28","11","1","108645","3218317","20131026"
"2","2","2","2","681","1","15.0","0.53","0.2","0.06","0.27","11","1","155690","2904537","20131026"
"2","2","1","1","681","9","530.58","9.77","5.31","0.16","4.3","11","1","194204","2981691","20131026"
"2","1","2","2","552","15","2109.89","50.63","38.48","3.84","8.31","11","1","221868","3149742","20131026"
"2","2","2","2","1","2","267.0","8.55","3.47","0.41000000000000003","4.67","11","1","14379","2805467","20131026"
"2","1","1","1","708","1","34.9","0.7000000000000001","0.34","0.06","0.30000000000000004","11","1","78999","3024246","20131026"
"2","1","2","2","656","3","303.7","8.08","5.65","0.43","2.0","11","1","12098","2887895","20131026"
"2","2","1","1","578","5","348.38","6.42","3.48","0.1","2.84","11","1","217014","3096933","20131026"
"2","1","1","1","1","39","1275.89","16.72","12.37","2.37","1.98","11","1","187188","2962283","20131026"
"2","2","1","1","681","2","135.4","3.15","1.35","0.04","1.76","11","1","44622","2864207","20131026"
"2","1","1","1","708","6","279.5","4.19","1.6","0.46","2.13","11","1","92724","3000729","20131026"
"2","1","1","1","578","2","90.0","1.96","0.87","0.15","0.9400000000000001","11","1","125213","3130364","20131026"
"2","1","2","3","628","1","104.5","4.16","1.6600000000000001","0.16","2.34","11","1","77785","3249101","20131026"
"2","2","1","1","538","14","695.2","12.25","3.48","0.22","8.55","11","1","194980","3161870","20131026"
"2","2","1","1","578","2","58.9","1.25","0.59","0.02","0.64","11","1","49089","3098178","20131026"
"2","1","1","1","552","1","1.0","0.02","0.01","0.02","-0.01","11","1","64036","3146417","20131026"
"2","2","2","2","578","2","462.8","13.1","8.79","0.65","3.66","11","1","17578","3121221","20131026"
"2","2","2","2","538","1","39.9","1.17","0.52","0.09","0.56","11","1","121535","3164853","20131026"
"2","2","1","1","708","18","317.18","5.87","3.17","0.17","2.5300000000000002","11","1","221087","2992183","20131026"
"2","2","1","1","578","2","65.3","1.19","0.52","0.02","0.65","11","1","74368","3074960","20131026"
"2","1","1","1","552","12","174.37","3.17","1.69","0.46","1.02","11","1","18652","3138001","20131026"
"2","2","2","3","336","9","3120.0","68.68","58.99","5.22","4.47","11","1","146282","3185406","20131026"
"2","1","2","2","619","19","2450.28","57.83","41.86","3.35","12.62","11","1","217128","3248022","20131026"
"2","1","2","2","681","2","55.0","1.87","0.61","0.11","1.15","11","1","56292","2849438","20131026"
"2","2","1","1","619","33","1153.1","13.94","11.53","0.42","1.99","11","1","136090","3224835","20131026"
"2","1","2","3","681","3","241.0","8.82","4.1","0.42","4.3","11","1","124042","2897724","20131026"
"2","1","1","1","681","2","64.27","1.2","0.37","0.12","0.71","11","1","156307","2881516","20131026"
"2","1","1","1","537","1","168.0","3.19","1.85","0.22","1.12","11","1","219267","3205973","20131026"
"2","1","2","3","713","1","450.0","16.98","9.06","0.6000000000000001","7.32","11","1","14614","2951849","20131026"
"2","2","2","2","656","2","82.0","2.32","1.07","0.19","1.06","11","1","22311","2923237","20131026"
"2","1","2","2","712","2","41.4","1.0","0.4","0.09","0.51","11","1","96399","3194793","20131026"
"2","2","2","2","681","1","24.7","0.92","0.32","0.07","0.53","11","1","220604","3273608","20131026"
"2","1","2","2","578","1","238.8","6.21","3.27","0.31","2.63","11","1","161978","3079764","20131026"
"2","1","1","1","708","3","296.5","5.86","1.69","0.42","3.75","11","1","91969","2986174","20131026"
"2","1","2","3","537","1","100.0","3.22","1.6","0.16","1.46","11","1","48150","3196363","20131026"
"2","1","2","3","681","1","455.0","18.48","9.12","0.66","8.7","11","1","176810","3226598","20131026"
"2","2","2","2","538","2","78.0","2.05","1.1","0.18","0.77","11","1","33414","2911987","20131026"
"2","2","2","2","632","2","128.3","4.23","1.67","0.24","2.32","11","1","16346","2838643","20131026"
"2","1","2","2","656","2","133.9","4.25","2.49","0.2","1.56","11","1","217862","2932223","20131026"
"2","1","2","2","681","2","126.6","3.58","1.6","0.2","1.78","11","1","192290","3187428","20131026"
"2","1","2","3","1","3","1094.6","36.13","21.32","1.47","13.34","11","1","121857","2913600","20131026"
"2","1","2","2","552","9","329.75","8.18","4.13","0.59","3.46","11","1","67719","3132637","20131026"
"2","1","2","3","708","1","120.0","3.94","2.06","0.18","1.7000000000000002","11","1","79432","3312727","20131026"
"2","2","1","1","708","7","372.48","6.71","1.8599999999999999","0.11","4.74","11","1","46904","3000602","20131026"
"2","2","2","2","578","3","73.2","2.07","0.9500000000000001","0.22","0.9","11","1","121745","3068648","20131026"
"2","2","2","2","66","12","382.04","5.15","4.97","1.0","-0.8200000000000001","11","1","117321","3299805","20131026"
"2","1","1","1","1","7","257.0","6.17","2.5","0.46","3.21","11","1","33729","2806361","20131026"
"2","1","2","2","578","5","593.15","14.82","8.1","0.8200000000000001","5.9","11","1","94919","3095904","20131026"
"2","1","2","3","538","1","642.0","26.94","11.04","0.9","15.0","11","1","122997","3144782","20131026"
"2","2","2","2","552","7","466.74","12.27","3.51","0.87","7.89","11","1","170260","3163046","20131026"
"2","2","2","3","712","1","2039.0","61.4","38.76","2.64","20.0","11","1","154896","2818779","20131026"
"2","1","2","2","578","4","182.5","6.2","2.26","0.30000000000000004","3.64","11","1","123928","2855852","20131026"
"2","2","2","3","537","1","350.0","15.06","6.52","0.52","8.02","11","1","27758","2954010","20131026"
"2","1","2","2","656","4","400.5","14.02","6.59","0.5700000000000001","6.86","11","1","81417","3019004","20131026"
"2","2","2","2","681","8","246.24","6.58","1.85","0.65","4.08","11","1","31748","2864061","20131026"
"2","2","2","3","656","1","1600.0","49.6","29.76","2.12","17.72","11","1","43956","3035377","20131026"
"2","2","1","1","648","2","149.7","2.62","1.27","0.04","1.31","11","1","39438","2963112","20131026"
"2","1","2","2","681","5","137.09","3.61","2.05","0.26","1.3","11","1","165042","3308154","20131026"
"2","2","1","1","628","7","120.38","2.66","1.2","0.07","1.3900000000000001","11","1","84454","2834603","20131026"
"2","2","1","1","708","9","67.13","1.3","0.54","0.07","0.6900000000000001","11","1","91947","2994720","20131026"
"2","1","1","1","392","11","1034.45","18.83","11.38","1.49","5.96","11","1","54554","3326751","20131026"
"2","2","2","2","578","1","7.7","0.24","0.1","0.05","0.09","11","1","171941","3061126","20131026"
"2","2","1","1","681","3","52.4","0.99","0.52","0.03","0.44","11","1","166202","3307748","20131026"
"2","2","1","1","656","3","330.4","4.66","2.64","0.08","1.94","11","1","218598","3318325","20131026"
"2","1","1","1","681","1","20.0","0.46","0.15","0.05","0.26","11","1","102605","3310023","20131026"
"2","2","1","1","431","1","15.0","0.34","0.15","0.01","0.18","11","1","34807","3319368","20131026"
"2","1","2","2","552","19","2145.69","51.51","35.7","2.98","12.83","11","1","217687","3139082","20131026"
"2","2","2","3","578","1","500.0","16.42","9.5","0.7000000000000001","6.22","11","1","83661","2862350","20131026"
"2","2","2","3","537","1","419.4","14.4","2.1","0.78","11.52","11","1","46942","2959038","20131026"
"2","2","2","3","618","1","296.31","11.22","5.52","0.44","5.26","11","1","75342","2863532","20131026"
"2","2","1","1","717","2","75.1","1.37","0.75","0.03","0.59","11","1","58135","3259725","20131026"
"2","1","2","2","578","1","69.8","1.6099999999999999","0.87","0.1","0.64","11","1","208888","3209196","20131026"
"2","1","2","3","681","1","700.0","28.89","11.13","0.9","16.86","11","1","84628","3282773","20131026"
"2","1","1","1","2069","51","2272.3","29.07","17.27","3.81","7.99","11","1","148186","3163953","20131026"
"2","1","2","2","578","1","71.5","1.88","1.05","0.11","0.72","11","1","215668","3080716","20131026"
"2","1","1","1","708","4","209.81","2.63","2.04","0.33","0.26","11","1","82010","3176703","20131026"
"2","2","1","1","656","1","8.0","0.18","0.08","0.01","0.09","11","1","177588","2813772","20131026"
"2","1","1","1","708","7","76.3","1.42","0.43","0.23","0.76","11","1","61938","3313621","20131026"
"2","2","1","1","578","1","100.0","2.27","1.0","0.03","1.24","11","1","70678","3056392","20131026"
"2","1","1","1","656","6","52.1","0.9500000000000001","0.29","0.19","0.47000000000000003","11","1","135790","3229394","20131026"
"2","1","1","1","681","2","86.8","1.5","0.84","0.15","0.51","11","1","104344","3286930","20131026"
"2","2","2","2","708","4","226.57","6.46","3.9","0.45","2.11","11","1","186272","2987722","20131026"
"2","2","1","1","681","2","539.8","9.34","5.4","0.12","3.8200000000000003","11","1","19720","2845784","20131026"
"2","1","2","2","713","2","70.0","1.4","0.87","0.13","0.4","11","1","200481","3235009","20131026"
"2","1","2","2","713","3","300.0","8.73","3.7199999999999998","0.42","4.59","11","1","17562","2946047","20131026"
"2","2","1","1","681","1","264.0","4.44","2.64","0.06","1.74","11","1","79667","3011923","20131026"
"2","2","2","2","578","3","133.64","3.42","2.36","0.29","0.77","11","1","101354","3110050","20131026"
"2","1","2","3","552","1","201.6","7.5","4.06","0.28","3.16","11","1","60728","3157442","20131026"
"2","2","1","1","681","1","2450.0","41.16","24.5","0.48","16.18","11","1","211600","2822100","20131026"
"2","1","1","1","681","1","200.0","3.64","1.1400000000000001","0.26","2.24","11","1","212958","2813674","20131026"
"2","2","2","2","548","11","46.25","1.21","0.35000000000000003","0.55","0.31","11","1","230890","3131173","20131026"
"2","2","2","2","552","19","227.76","5.69","2.96","1.13","1.6","11","1","85540","3169177","20131026"
"2","1","2","2","713","16","602.57","15.78","3.38","1.06","11.34","11","1","125724","3215051","20131026"
"2","1","1","1","578","2","50.45","0.9","0.29","0.1","0.51","11","1","144208","2847384","20131026"
"2","2","1","1","578","1","18.0","0.31","0.15","0.01","0.15","11","1","86976","2844312","20131026"
"2","2","2","2","681","2","295.0","10.03","4.05","0.45","5.53","11","1","90545","2870806","20131026"
"2","2","2","2","708","3","180.3","6.22","2.44","0.35000000000000003","3.43","11","1","132956","3006836","20131026"
"2","1","1","1","1","13","520.66","6.02","3.95","0.91","1.16","11","1","155996","3048202","20131026"
"2","2","1","1","714","1","60.0","1.06","0.6000000000000001","0.02","0.44","11","1","203611","3197088","20131026"
"2","2","1","1","84","6","262.0","3.05","2.09","0.09","0.87","11","1","113399","3271036","20131026"
"2","1","2","3","578","1","149.9","5.94","2.38","0.22","3.34","11","1","95637","3068964","20131026"
"2","2","2","2","681","1","50.0","1.8399999999999999","0.65","0.11","1.08","11","1","179430","3314751","20131026"
"2","2","1","1","656","16","454.31","8.99","4.55","0.18","4.26","11","1","107030","3034378","20131026"
"2","1","1","1","538","1","524.0","9.17","5.76","0.65","2.76","11","1","26396","3141523","20131026"
"2","1","1","1","681","1","16.0","0.28","0.16","0.04","0.08","11","1","205485","3198616","20131026"
"2","2","1","1","578","1","34.0","0.66","0.27","0.01","0.38","11","1","174384","2854743","20131026"
"2","2","2","3","431","1","120.0","5.16","2.24","0.24","2.68","11","1","175817","3330819","20131026"
"2","1","1","1","578","18","734.32","10.28","5.58","1.26","3.44","11","1","188134","2934338","20131026"
"2","1","2","2","697","3","51.3","1.71","0.45","0.12","1.1400000000000001","11","1","82452","3275350","20131026"
"2","2","1","1","548","1","168.26","3.2","1.43","0.04","1.73","11","1","203865","3135325","20131026"
"2","2","1","1","717","11","75.25","1.3900000000000001","0.38","0.08","0.93","11","1","176116","3205827","20131026"
"2","1","2","2","656","30","976.67","23.46","14.57","1.81","7.08","11","1","63627","3038475","20131026"
"2","1","2","2","578","1","40.0","1.38","0.5","0.07","0.81","11","1","40283","3198156","20131026"
"2","2","2","2","578","3","68.82","1.73","1.08","0.22","0.43","11","1","129205","2852118","20131026"
"2","1","1","1","656","1","50.0","1.18","0.49","0.08","0.61","11","1","99309","3039245","20131026"
"2","1","2","2","713","2","178.0","6.0","2.21","0.26","3.5300000000000002","11","1","113129","2953357","20131026"
"2","2","2","3","336","1","136.0","2.9699999999999998","2.58","0.30000000000000004","0.09","11","1","172267","3178831","20131026"
"2","1","2","2","1","2","144.79","3.04","2.69","0.22","0.13","11","1","51332","2915019","20131026"
"2","2","1","1","714","4","137.1","2.35","1.37","0.05","0.93","11","1","177829","2837054","20131026"
"2","2","1","1","1","1","24.97","0.32","0.25","0.01","0.06","11","1","56538","3172436","20131026"
"2","2","2","2","619","1","250.0","4.98","4.75","0.35000000000000003","-0.12","11","1","206851","3182247","20131026"
"2","1","2","3","681","1","90.0","3.64","1.44","0.2","2.0","11","1","15092","2829686","20131026"
"2","1","2","2","656","1","15.0","0.53","0.19","0.04","0.30000000000000004","11","1","167415","3046002","20131026"
"2","1","2","3","708","2","520.0","20.33","8.26","0.72","11.35","11","1","105523","3023130","20131026"
"2","2","2","3","578","3","155.8","4.52","2.9","0.46","1.16","11","1","44038","2959818","20131026"
"2","2","2","2","578","2","300.0","10.5","3.9","0.45","6.15","11","1","14454","3235148","20131026"
"2","1","1","1","1","1","12.8","0.22","0.12","0.04","0.06","11","1","140968","2808221","20131026"
"2","2","2","3","336","3","2364.0","75.66","44.74","3.12","27.8","11","1","24125","2938241","20131026"
"2","1","1","1","681","4","25.0","0.46","0.24","0.11","0.11","11","1","154775","3013049","20131026"
"2","2","2","2","681","1","18.0","0.61","0.23","0.07","0.31","11","1","44850","2869764","20131026"
"2","1","1","1","681","1","580.0","13.17","5.63","0.72","6.82","11","1","24179","3038171","20131026"
"2","2","1","1","1","62","2659.04","38.7","21.28","0.89","16.53","11","1","86960","3038764","20131026"
"2","1","1","1","681","2","44.14","1.01","0.34","0.1","0.5700000000000001","11","1","93004","3162131","20131026"
"2","1","2","2","578","9","160.16","3.52","2.03","0.37","1.12","11","1","84943","3054832","20131026"
"2","1","1","1","578","1","22.0","0.38","0.21","0.05","0.12","11","1","86697","3065418","20131026"
"2","1","2","3","537","2","891.29","32.99","16.99","1.17","14.83","11","1","22081","2983472","20131026"
"2","1","2","2","66","1","20.0","0.27","0.21","0.05","0.01","11","1","34280","3295494","20131026"
"2","2","1","1","708","1","12.0","0.28","0.12","0.01","0.15","11","1","160864","2993760","20131026"
"2","1","2","3","538","1","756.69","29.82","13.02","0.96","15.84","11","1","140960","3163487","20131026"
"2","2","1","1","681","10","375.89","8.79","3.76","0.13","4.9","11","1","156337","3202079","20131026"
"2","1","1","1","619","38","4484.47","32.29","20.18","6.19","5.92","11","1","201105","3311884","20131026"
"2","1","2","2","656","3","112.6","3.55","1.8399999999999999","0.2","1.51","11","1","106240","3019206","20131026"
"2","1","2","2","619","24","664.75","13.31","7.63","1.31","4.37","11","1","46165","2923298","20131026"
"2","1","1","1","681","1","21.0","0.4","0.2","0.05","0.15","11","1","120387","3267197","20131026"
"2","1","2","2","84","9","151.32","3.33","2.09","0.38","0.86","11","1","28636","2975898","20131026"
"2","1","1","1","538","2","24.9","0.47000000000000003","0.24","0.07","0.16","11","1","48220","3128932","20131026"
"2","1","1","1","656","1","30.0","0.64","0.23","0.06","0.35000000000000003","11","1","36267","3044089","20131026"
"2","2","1","1","681","5","154.29","2.65","1.54","0.06","1.05","11","1","126317","3278596","20131026"
"2","2","2","3","656","1","2226.2","66.8","42.3","2.9","21.6","11","1","182905","3032909","20131026"
"2","2","1","1","578","1","23.0","0.4","0.23","0.01","0.16","11","1","82706","3082010","20131026"
"2","2","2","2","656","1","50.0","1.6800000000000002","0.65","0.11","0.92","11","1","132164","2809991","20131026"
"2","1","2","3","578","5","3043.0","97.37","53.0","4.12","40.25","11","1","89229","3118882","20131026"
"2","1","1","1","619","49","952.37","16.09","9.22","2.18","4.69","11","1","115433","3171568","20131026"
"2","1","2","2","656","1","15.0","0.42","0.19","0.04","0.19","11","1","30804","2877818","20131026"
"2","1","1","1","656","2","28.3","0.62","0.27","0.08","0.27","11","1","176820","2920609","20131026"
"2","2","2","2","656","13","382.19","9.16","5.21","1.04","2.91","11","1","199086","3039834","20131026"
"2","2","2","2","656","4","111.16","2.88","1.05","0.32","1.51","11","1","178626","2804156","20131026"
"2","2","2","2","681","7","264.18","6.65","2.36","0.62","3.67","11","1","99478","3289081","20131026"
"2","2","1","1","578","6","90.09","1.8","0.45","0.05","1.3","11","1","101401","3207858","20131026"
"2","1","2","3","714","1","290.0","11.66","5.82","0.4","5.44","11","1","131234","2920534","20131026"
"2","1","2","2","708","7","120.8","3.2","1.5","0.29","1.4100000000000001","11","1","172757","3249596","20131026"
"2","2","1","1","713","4","104.0","2.38","0.99","0.04","1.35","11","1","167374","2954861","20131026"
"2","1","1","1","656","1","24.44","0.43","0.24","0.05","0.14","11","1","177163","3023119","20131026"
"2","2","1","1","578","1","2100.0","38.22","21.0","0.42","16.8","11","1","175806","3064233","20131026"
"2","2","2","2","578","3","60.8","2.07","0.79","0.21","1.07","11","1","195630","3123241","20131026"
"2","1","1","1","713","1","74.9","1.57","0.73","0.11","0.73","11","1","97009","2958304","20131026"
"2","1","1","1","2069","9","505.9","5.73","3.85","0.8","1.08","11","1","183768","2946897","20131026"
"2","1","1","1","548","26","268.29","3.49","1.53","0.86","1.1","11","1","44600","3135607","20131026"
"2","2","1","1","712","1","140.0","2.09","1.4","0.03","0.66","11","1","209155","3224448","20131026"
"2","2","1","1","578","11","382.76","4.99","3.06","0.14","1.79","11","1","135035","2940955","20131026"
"2","2","2","2","1","2","181.5","3.63","1.3599999999999999","0.31","1.96","11","1","104654","2922693","20131026"
"2","2","1","1","714","1","32.0","0.54","0.32","0.01","0.21","11","1","142043","2884670","20131026"
"2","1","2","2","717","1","31.0","1.12","0.33","0.06","0.73","11","1","129483","3204870","20131026"
"2","1","1","1","538","2","428.9","6.86","4.16","0.56","2.14","11","1","108917","3144932","20131026"
"2","1","2","3","548","2","335.87","10.44","6.3","0.48","3.66","11","1","200722","3148688","20131026"
"2","2","1","1","578","20","479.15","8.87","2.4","0.21","6.26","11","1","128174","3121724","20131026"
"2","1","2","2","578","3","209.0","6.68","3.15","0.32","3.21","11","1","224712","3070672","20131026"
"2","2","2","2","578","1","29.9","0.84","0.5700000000000001","0.08","0.19","11","1","124121","2945999","20131026"
"2","2","1","1","578","1","72.0","1.31","0.58","0.02","0.71","11","1","80474","3087537","20131026"
"2","1","1","1","681","3","78.5","1.44","0.77","0.15","0.52","11","1","113116","3308265","20131026"
"2","1","1","1","538","2","34.85","0.64","0.34","0.08","0.22","11","1","223400","3138246","20131026"
"2","2","1","1","578","4","131.6","2.21","1.32","0.05","0.84","11","1","18150","3115593","20131026"
"2","1","2","2","690","34","1235.6","33.98","10.18","2.2","21.6","11","1","321146","2979518","20131026"
"2","2","1","1","681","20","764.99","14.07","7.65","0.27","6.15","11","1","77557","3191785","20131026"
"2","2","2","3","619","1","290.01","6.6","5.4","0.6000000000000001","0.6000000000000001","11","1","68322","3182415","20131026"
"2","2","1","1","712","3","65.0","1.09","0.65","0.03","0.41000000000000003","11","1","180389","2820054","20131026"
"2","2","1","1","578","19","896.12","16.49","8.96","0.29","7.24","11","1","188804","3125613","20131026"
"2","2","2","2","681","1","15.9","0.55","0.21","0.06","0.28","11","1","137731","2866776","20131026"
"2","2","2","2","738","24","2751.0","67.4","48.2","5.35","13.85","11","1","218110","2829588","20131026"
"2","1","2","2","578","1","35.0","0.92","0.43","0.06","0.43","11","1","22973","2932279","20131026"
"2","1","1","1","708","2","325.0","6.44","3.15","0.43","2.86","11","1","96747","2999826","20131026"
"2","2","2","3","681","1","99.9","3.6","1.9","0.22","1.48","11","1","195105","3024302","20131026"
"2","2","1","1","656","1","37.62","0.61","0.38","0.01","0.22","11","1","80697","3256989","20131026"
"2","2","2","2","713","1","39.9","0.96","0.52","0.09","0.35000000000000003","11","1","68096","2958716","20131026"
"2","1","1","1","656","1","80.0","1.6800000000000002","0.78","0.12","0.78","11","1","104398","3326315","20131026"
"2","2","1","1","1","3","115.65","2.04","1.16","0.04","0.84","11","1","37283","3250418","20131026"
"2","2","1","1","681","4","42.9","0.77","0.34","0.03","0.4","11","1","143744","3194908","20131026"
"2","2","2","2","431","1","44.9","1.5","0.58","0.1","0.8200000000000001","11","1","41932","3324460","20131026"
"2","2","2","2","538","44","2060.32","43.27","23.02","4.47","15.78","11","1","52180","3149589","20131026"
"2","2","2","2","552","10","994.47","24.86","15.37","1.65","7.84","11","1","209719","3163924","20131026"
"2","2","2","2","578","7","109.88","2.42","1.49","0.45","0.48","11","1","84943","3055199","20131026"
"2","2","2","2","656","1","8.97","0.29","0.17","0.06","0.06","11","1","58859","3020817","20131026"
"2","1","2","3","578","1","330.0","9.56","5.68","0.44","3.44","11","1","164354","3126472","20131026"
"2","1","1","1","717","1","20.0","0.41000000000000003","0.19","0.05","0.17","11","1","210361","3209682","20131026"
"2","2","1","1","713","1","47.0","0.78","0.47000000000000003","0.02","0.29","11","1","40387","2945444","20131026"
"2","2","2","3","578","1","83.77","2.5","1.56","0.2","0.74","11","1","38289","3277015","20131026"
"2","1","1","1","392","4","376.02","6.91","3.65","0.53","2.73","11","1","121847","3330336","20131026"
"2","1","2","3","578","2","537.7","19.42","8.56","0.78","10.08","11","1","108102","2842593","20131026"
"2","2","1","1","538","6","648.26","11.67","6.48","0.16","5.03","11","1","83148","3160660","20131026"
"2","2","2","2","681","1","400.0","13.88","7.6","0.53","5.75","11","1","20449","3034293","20131026"
"2","2","1","1","578","4","969.2","13.57","9.69","0.21","3.67","11","1","169096","3227012","20131026"
"2","2","1","1","681","5","242.15","4.46","2.42","0.08","1.96","11","1","212175","2907431","20131026"
"2","1","1","1","656","7","507.18","9.22","4.92","0.76","3.54","11","1","119722","2903714","20131026"
"2","1","1","1","538","2","104.21","1.88","0.79","0.16","0.93","11","1","113193","3142676","20131026"
"2","2","2","3","578","6","872.98","34.93","16.27","2.46","16.2","11","1","44530","3256197","20131026"
"2","1","1","1","681","5","75.08","1.3900000000000001","0.73","0.19","0.47000000000000003","11","1","176324","2862187","20131026"
"2","2","1","1","2069","12","174.86","1.99","1.4","0.11","0.48","11","1","178810","2956922","20131026"
"2","1","1","1","738","39","4893.0","70.95","47.46","6.68","16.81","11","1","218110","2829809","20131026"
"2","1","1","1","578","3","140.9","2.68","1.37","0.24","1.07","11","1","133736","3092091","20131026"
