"companykey","flagkey","productkey","installmentkey","vendorkey","transactions","tpv","mdr","interchange","assessment","dia","acquirerkey","typekey","affiliationkey","facttpvkey","transactiondate"
"2","1","2","2","1","38","854.97","17.98","13.92","2.94","1.12","11","1","159657","320926","20130319"
"2","2","2","2","1","2","1300.07","26.0","16.9","1.65","7.45","11","1","200908","465091","20130319"
"2","2","2","2","708","2","82.6","2.35","1.07","0.19","1.09","11","1","110180","367114","20130319"
"2","2","2","2","99","11","2616.63","45.79","49.06","3.65","-6.92","11","1","158798","458833","20130319"
"2","2","1","1","628","3","265.1","5.75","2.12","0.07","3.56","11","1","105623","497249","20130319"
"2","2","2","2","578","2","11.84","0.32","0.17","0.11","0.04","11","1","211436","306752","20130319"
"2","1","2","2","578","1","67.6","2.21","1.26","0.09","0.86","11","1","321050","434868","20130319"
"2","2","1","1","484","8","109.5","1.37","0.55","0.07","0.75","11","1","104079","364282","20130319"
"2","2","1","1","708","4","53.47","1.08","0.46","0.04","0.58","11","1","58503","463838","20130319"
"2","1","2","2","578","4","46.85","1.17","0.67","0.12","0.38","11","1","41357","411598","20130319"
"2","1","2","2","708","9","354.0","7.78","5.95","0.55","1.28","11","1","114550","461123","20130319"
"2","2","2","2","578","8","141.14","3.54","2.01","0.54","0.99","11","1","63606","435195","20130319"
"2","2","2","3","708","1","435.0","14.88","8.28","0.66","5.94","11","1","53288","375282","20130319"
"2","2","2","2","578","8","93.28","2.34","0.89","0.47000000000000003","0.98","11","1","117141","423806","20130319"
"2","1","2","3","712","1","228.75","8.44","4.6","0.30000000000000004","3.54","11","1","77792","458053","20130319"
"2","1","1","1","713","3","68.0","1.19","0.31","0.12","0.76","11","1","162195","344921","20130319"
"2","2","2","2","578","4","86.5","2.96","1.34","0.29","1.33","11","1","210018","307974","20130319"
"2","1","2","2","578","2","342.54","10.96","6.12","0.44","4.4","11","1","28951","400909","20130319"
"2","2","2","3","578","3","384.9","15.09","7.19","1.09","6.8100000000000005","11","1","34305","303360","20130319"
"2","2","2","3","83","3","499.6","12.39","9.29","0.91","2.19","11","1","126370","472718","20130319"
"2","2","2","2","578","1","41.0","1.24","0.53","0.09","0.62","11","1","86158","404279","20130319"
"2","1","1","1","708","3","100.57","1.9100000000000001","0.98","0.16","0.77","11","1","199394","463504","20130319"
"2","1","2","2","578","2","39.0","1.34","0.35000000000000003","0.07","0.92","11","1","185561","310316","20130319"
"2","2","2","3","99","2","1923.0","44.22","35.76","2.52","5.94","11","1","218412","480102","20130319"
"2","1","1","1","606","1","12.7","0.23","0.07","0.03","0.13","11","1","171339","332847","20130319"
"2","1","2","2","552","10","1621.31","39.26","27.76","2.08","9.42","11","1","68837","449944","20130319"
"2","2","1","1","1","1","49.9","0.72","0.42","0.02","0.28","11","1","26286","306716","20130319"
"2","2","1","1","713","1","54.5","1.25","0.55","0.02","0.68","11","1","136261","471182","20130319"
"2","2","2","2","656","2","93.8","2.77","1.78","0.2","0.79","11","1","100771","397850","20130319"
"2","1","2","3","578","1","94.8","3.7800000000000002","1.62","0.15","2.01","11","1","52129","405109","20130319"
"2","2","2","3","636","2","140.0","4.48","2.6","0.34","1.54","11","1","89513","480518","20130319"
"2","2","1","1","681","9","166.2","3.06","0.8300000000000001","0.09","2.14","11","1","72133","471849","20130319"
"2","2","2","2","578","1","300.0","7.2","5.7","0.41000000000000003","1.09","11","1","64682","403197","20130319"
"2","2","2","3","656","1","799.0","29.15","14.85","1.2","13.1","11","1","206178","387298","20130319"
"2","2","1","1","681","1","940.0","16.26","9.4","0.19","6.67","11","1","87664","468113","20130319"
"2","1","2","2","552","7","497.75","10.72","6.73","0.6900000000000001","3.3","11","1","208958","446370","20130319"
"2","2","2","2","578","1","18.3","0.62","0.24","0.07","0.31","11","1","223773","435232","20130319"
"2","1","2","2","708","6","274.39","6.04","4.11","0.41000000000000003","1.52","11","1","189915","459905","20130319"
"2","1","1","1","713","1","15.0","0.32","0.15","0.03","0.14","11","1","69965","350430","20130319"
"2","1","1","1","1","3","28.3","0.48","0.27","0.07","0.14","11","1","166185","325804","20130319"
"2","2","1","1","578","8","91.9","1.6099999999999999","0.92","0.07","0.62","11","1","71683","299411","20130319"
"2","1","1","1","708","14","569.21","7.1","5.53","0.88","0.6900000000000001","11","1","52277","460315","20130319"
"2","2","2","3","1","1","200.0","7.84","3.7199999999999998","0.44","3.68","11","1","146993","299503","20130319"
"2","1","2","2","99","25","2873.7","50.3","41.58","3.8","4.92","11","1","124685","478192","20130319"
"2","2","2","2","578","1","27.9","0.73","0.36","0.08","0.29","11","1","60029","411022","20130319"
"2","1","1","1","1","1","3.0","0.05","0.03","0.02","3.4694469520000006E-18","11","1","47946","495664","20130319"
"2","1","1","1","713","13","439.11","6.73","1.98","0.7000000000000001","4.05","11","1","125724","472450","20130319"
"2","2","1","1","656","1","40.0","0.92","0.4","0.01","0.51","11","1","64843","392667","20130319"
"2","1","2","2","552","6","1930.6","52.12","36.55","2.4","13.17","11","1","176420","312385","20130319"
"2","2","1","1","656","4","59.95","1.17","0.30000000000000004","0.04","0.8300000000000001","11","1","146143","388261","20130319"
"2","2","1","1","697","1","48.9","1.15","0.49","0.02","0.64","11","1","146007","479709","20130319"
"2","1","2","3","372","8","907.35","16.77","15.76","1.32","-0.31","11","1","26866","482604","20130319"
"2","2","2","2","578","1","10.0","0.31","0.13","0.06","0.12","11","1","63654","473644","20130319"
"2","1","1","1","578","1","138.9","2.33","1.35","0.18","0.8","11","1","108945","436027","20130319"
"2","2","1","1","578","1","18.25","0.32","0.15","0.01","0.16","11","1","70469","415112","20130319"
"2","2","1","1","708","1","7.0","0.13","0.04","0.01","0.08","11","1","174980","353174","20130319"
"2","2","2","2","578","2","384.75","11.27","5.68","0.55","5.04","11","1","127481","442461","20130319"
"2","1","1","1","1","40","732.09","13.17","7.1","1.42","4.65","11","1","57298","481698","20130319"
"2","1","1","1","713","2","112.2","2.29","1.09","0.17","1.03","11","1","113635","348494","20130319"
"2","2","2","2","708","4","97.23","2.77","1.85","0.30000000000000004","0.62","11","1","85996","368981","20130319"
"2","2","2","2","656","1","101.5","2.89","1.9300000000000002","0.17","0.79","11","1","56089","497322","20130319"
"2","1","2","3","372","2","306.84","5.68","6.16","0.42","-0.9","11","1","199994","482025","20130319"
"2","1","1","1","656","3","232.76","2.75","2.26","0.33","0.16","11","1","183342","390062","20130319"
"2","2","2","2","632","2","250.0","9.05","3.25","0.39","5.41","11","1","83233","328015","20130319"
"2","1","1","1","1","4","84.0","1.45","0.8200000000000001","0.15","0.48","11","1","219617","327858","20130319"
"2","1","2","2","1","9","665.0","16.29","9.24","0.91","6.14","11","1","71139","303824","20130319"
"2","1","1","1","1","3","267.0","3.45","2.59","0.36","0.5","11","1","100103","331341","20130319"
"2","2","1","1","632","2","70.97","1.31","0.35000000000000003","0.03","0.93","11","1","184964","485531","20130319"
"2","1","2","3","66","11","2724.02","57.25","50.14","3.85","3.26","11","1","159112","320704","20130319"
"2","1","1","1","552","1","1400.0","16.1","10.64","1.69","3.77","11","1","189361","458179","20130319"
"2","2","1","1","578","2","83.0","1.65","0.8300000000000001","0.03","0.79","11","1","145071","489864","20130319"
"2","2","1","1","578","1","264.0","5.65","2.24","0.06","3.35","11","1","209245","442787","20130319"
"2","2","1","1","681","25","551.52","10.02","4.41","0.26","5.35","11","1","79280","311612","20130319"
"2","2","2","2","708","1","26.62","0.93","0.35000000000000003","0.08","0.5","11","1","182557","363097","20130319"
"2","1","1","1","578","7","143.7","2.65","1.3900000000000001","0.27","0.99","11","1","89625","426297","20130319"
"2","1","2","2","1","3","132.41","2.84","1.6099999999999999","0.2","1.03","11","1","185136","490342","20130319"
"2","1","1","1","1","56","1110.73","20.02","10.77","2.08","7.17","11","1","159657","319088","20130319"
"2","1","2","2","1","1","7142.0","142.13","142.13","8.58","-8.58","11","1","186965","489697","20130319"
"2","2","1","1","656","3","62.65","1.1400000000000001","0.31","0.03","0.8","11","1","135723","397479","20130319"
"2","1","1","1","713","1","60.0","1.0","0.66","0.09","0.25","11","1","36903","340279","20130319"
"2","2","1","1","632","5","1602.37","29.81","16.02","0.34","13.45","11","1","187898","304617","20130319"
"2","1","1","1","1","2","1000.1","12.0","11.0","1.22","-0.22","11","1","198647","343696","20130319"
"2","2","1","1","548","12","496.42","6.65","3.9699999999999998","0.17","2.51","11","1","187528","453119","20130319"
"2","2","2","2","708","7","84.53","2.46","1.16","0.42","0.88","11","1","218714","363401","20130319"
"2","1","2","2","578","22","956.06","23.83","10.6","1.45","11.78","11","1","66777","483419","20130319"
"2","2","1","1","548","1","66.6","1.5","0.5700000000000001","0.02","0.91","11","1","83313","472003","20130319"
"2","2","2","2","1","2","267.7","4.68","5.09","0.41000000000000003","-0.8200000000000001","11","1","56538","456112","20130319"
"2","1","2","2","578","1","38.0","1.0","0.47000000000000003","0.06","0.47000000000000003","11","1","154695","427688","20130319"
"2","1","1","1","708","3","38.5","0.76","0.38","0.09","0.29","11","1","150895","372124","20130319"
"2","1","1","1","681","1","50.0","1.03","0.49","0.07","0.47000000000000003","11","1","86664","468067","20130319"
"2","2","2","2","712","1","377.0","8.33","4.9","0.5","2.93","11","1","189905","340625","20130319"
"2","2","1","1","717","2","80.0","1.9","0.8","0.03","1.07","11","1","57759","458025","20130319"
"2","1","2","2","628","2","125.0","3.5300000000000002","0.58","0.18","2.77","11","1","100801","310212","20130319"
"2","2","2","3","578","8","672.15","21.55","12.48","1.77","7.3","11","1","210117","329837","20130319"
"2","2","1","1","84","8","131.33","2.21","0.66","0.07","1.48","11","1","92016","364977","20130319"
"2","2","1","1","578","1","29.0","0.5700000000000001","0.15","0.01","0.41000000000000003","11","1","91730","492284","20130319"
"2","2","1","1","656","2","27.8","0.39","0.14","0.02","0.23","11","1","125758","385147","20130319"
"2","2","2","2","609","1","65.0","2.1","0.85","0.12","1.13","11","1","52417","315570","20130319"
"2","1","1","1","1","1","28.0","0.6000000000000001","0.21","0.05","0.34","11","1","153965","297387","20130319"
"2","1","1","1","599","24","228.5","3.95","1.31","0.59","2.05","11","1","212068","313421","20130319"
"2","2","2","2","578","1","110.0","3.52","1.43","0.18","1.9100000000000001","11","1","76016","486591","20130319"
"2","1","1","1","1","1","40.75","0.72","0.4","0.06","0.26","11","1","151346","485173","20130319"
"2","1","2","2","578","2","30.4","0.97","0.29","0.06","0.62","11","1","153435","471215","20130319"
"2","2","2","3","578","1","205.0","6.72","3.81","0.39","2.52","11","1","55029","432872","20130319"
"2","2","1","1","552","1","13.6","0.25","0.11","0.01","0.13","11","1","145322","447639","20130319"
"2","2","2","2","628","16","698.75","18.36","11.3","1.56","5.5","11","1","48397","301944","20130319"
"2","1","2","2","708","13","133.8","3.54","2.44","0.33","0.77","11","1","211821","366388","20130319"
"2","2","2","3","708","1","775.0","29.04","14.4","1.08","13.56","11","1","166711","362832","20130319"
"2","1","2","2","1","1","85.0","2.38","1.58","0.12","0.68","11","1","220348","327867","20130319"
"2","2","2","2","656","9","266.76","6.64","2.5300000000000002","0.73","3.38","11","1","79668","463743","20130319"
"2","1","1","1","656","20","314.1","6.22","3.05","0.65","2.52","11","1","155994","385090","20130319"
"2","2","2","3","578","1","204.5","6.7","3.8","0.34","2.56","11","1","208380","419187","20130319"
"2","1","2","2","578","1","15.0","0.38","0.28","0.03","0.07","11","1","106035","432719","20130319"
"2","2","2","3","1","2","645.0","21.18","11.98","1.02","8.18","11","1","45763","297697","20130319"
"2","2","1","1","578","1","95.0","1.58","0.9500000000000001","0.02","0.61","11","1","58950","403831","20130319"
"2","1","1","1","708","13","209.17","4.08","2.04","0.42","1.62","11","1","103285","356232","20130319"
"2","1","2","2","1","2","198.0","4.95","3.68","0.26","1.01","11","1","96198","327070","20130319"
"2","2","1","1","538","44","2552.95","33.2","20.42","0.76","12.02","11","1","103942","441296","20130319"
"2","2","2","3","628","19","3239.72","93.95","60.55","6.36","27.04","11","1","220153","302428","20130319"
"2","1","1","1","656","40","334.53","6.22","3.25","0.93","2.04","11","1","111527","388109","20130319"
"2","2","2","2","656","1","35.09","0.9500000000000001","0.46","0.09","0.4","11","1","79591","381711","20130319"
"2","2","2","2","1","1","140.0","3.08","1.82","0.21","1.05","11","1","79448","330668","20130319"
"2","2","2","2","656","1","22.0","0.7000000000000001","0.29","0.07","0.34","11","1","200626","401813","20130319"
"2","1","1","1","713","5","90.6","1.75","0.87","0.17","0.71","11","1","139422","340692","20130319"
"2","2","2","2","708","4","169.2","3.73","2.66","0.38","0.6900000000000001","11","1","189915","461324","20130319"
"2","1","2","3","578","9","2078.0","77.69","35.07","2.8","39.82","11","1","43338","418628","20130319"
"2","2","2","2","708","1","36.9","0.96","0.28","0.09","0.59","11","1","132673","357074","20130319"
"2","2","2","2","708","20","1607.97","39.4","12.06","2.83","24.51","11","1","99306","381875","20130319"
"2","1","1","1","552","105","5792.7","69.53","44.03","8.36","17.14","11","1","159581","452763","20130319"
"2","2","1","1","738","21","406.69","6.59","3.26","0.21","3.12","11","1","197150","302983","20130319"
"2","1","1","1","708","26","667.96","12.56","6.48","1.1400000000000001","4.94","11","1","121493","360776","20130319"
"2","1","2","2","578","1","15.0","0.51","0.19","0.03","0.29","11","1","165345","490804","20130319"
"2","2","2","2","578","1","37.5","1.1","0.49","0.09","0.52","11","1","34431","436810","20130319"
"2","2","2","2","619","2","28.0","0.64","0.21","0.12","0.31","11","1","70420","494106","20130319"
"2","2","1","1","578","4","250.0","5.85","2.13","0.07","3.65","11","1","54321","416000","20130319"
"2","1","1","1","1","2","150.0","2.93","1.46","0.21","1.26","11","1","219398","394472","20130319"
"2","2","2","2","578","1","20.0","0.55","0.26","0.07","0.22","11","1","173209","497719","20130319"
"2","2","1","1","681","2","25.0","0.45","0.25","0.02","0.18","11","1","175167","318289","20130319"
"2","1","2","2","578","4","275.55","7.6","3.64","0.39","3.5700000000000003","11","1","211857","421773","20130319"
"2","2","1","1","708","14","372.82","6.7","1.8599999999999999","0.16","4.68","11","1","125110","359588","20130319"
"2","1","1","1","708","7","240.02","4.5600000000000005","2.32","0.39","1.85","11","1","149730","367424","20130319"
"2","2","1","1","708","1","1100.0","25.85","11.0","0.22","14.63","11","1","184436","368514","20130319"
"2","1","2","2","656","1","50.0","1.1","0.74","0.07","0.29","11","1","134115","378286","20130319"
"2","2","1","1","578","1","80.0","1.38","0.8","0.02","0.56","11","1","159451","404718","20130319"
"2","1","2","2","656","1","16.0","0.45","0.30000000000000004","0.03","0.12","11","1","137535","389761","20130319"
"2","1","1","1","578","1","22.5","0.49","0.22","0.04","0.23","11","1","135587","446818","20130319"
"2","1","2","3","713","1","270.0","9.6","4.29","0.36","4.95","11","1","220315","348241","20130319"
"2","1","2","2","1","48","2236.55","43.65","36.71","3.33","3.61","11","1","150418","381653","20130319"
"2","1","2","2","713","4","169.48","5.94","2.1","0.26","3.58","11","1","188440","351637","20130319"
"2","1","1","1","708","24","456.31","8.6","4.42","0.88","3.3","11","1","96918","359373","20130319"
"2","1","1","1","628","6","240.0","4.22","2.33","0.37","1.52","11","1","107769","461149","20130319"
"2","1","2","2","708","5","168.0","5.82","2.18","0.27","3.37","11","1","207631","464019","20130319"
"2","2","2","2","84","16","298.68","6.5600000000000005","2.24","1.09","3.23","11","1","176905","358064","20130319"
"2","2","1","1","1","10","435.66","9.8","3.49","0.14","6.17","11","1","49702","322363","20130319"
"2","2","1","1","1","9","153.92","2.5300000000000002","0.77","0.08","1.6800000000000002","11","1","185136","490343","20130319"
"2","1","1","1","1","1","100.0","2.4","0.97","0.13","1.3","11","1","21918","295221","20130319"
"2","1","2","2","713","5","344.0","11.84","3.64","0.47000000000000003","7.73","11","1","89559","489848","20130319"
"2","2","1","1","717","13","534.0","10.42","5.34","0.18","4.9","11","1","75598","458013","20130319"
"2","2","2","2","656","21","191.05","5.04","1.44","1.18","2.42","11","1","111527","386015","20130319"
"2","8","2","2","708","1","13.6","0.41000000000000003","0.1","0.03","0.28","11","1","193437","357224","20130319"
"2","1","2","2","708","32","802.37","21.28","12.67","1.3900000000000001","7.22","11","1","96918","364078","20130319"
"2","2","2","2","372","1","9.99","0.14","0.13","0.06","-0.05","11","1","199602","492794","20130319"
"2","2","1","1","578","2","25.11","0.54","0.2","0.02","0.32","11","1","78146","416766","20130319"
"2","1","2","3","1","2","235.0","8.04","4.04","0.34","3.66","11","1","148761","384895","20130319"
"2","2","2","2","708","1","22.3","0.56","0.29","0.07","0.2","11","1","42593","348574","20130319"
"2","1","1","1","578","6","261.22","4.96","2.5300000000000002","0.4","2.03","11","1","108561","482079","20130319"
"2","1","1","1","578","16","514.1","8.9","2.93","0.8300000000000001","5.14","11","1","101821","435978","20130319"
"2","8","2","2","578","1","14.1","0.35000000000000003","0.14","0.03","0.18","11","1","158300","420831","20130319"
"2","1","1","1","656","1","15.0","0.34","0.11","0.03","0.2","11","1","45343","400144","20130319"
"2","2","1","1","578","4","74.1","1.58","0.59","0.04","0.9500000000000001","11","1","59757","434037","20130319"
"2","1","2","2","708","3","47.2","1.34","0.59","0.1","0.65","11","1","87633","367623","20130319"
"2","1","2","2","628","1","48.0","1.51","0.7000000000000001","0.07","0.74","11","1","174205","297091","20130319"
"2","1","2","3","1","3","2859.25","94.06","45.48","3.64","44.94","11","1","37283","485151","20130319"
"2","1","1","1","578","1","25.9","0.45","0.25","0.04","0.16","11","1","181501","421112","20130319"
"2","1","2","2","484","24","463.04","10.17","7.13","0.87","2.17","11","1","72698","365240","20130319"
"2","1","2","2","538","8","141.35","3.73","1.98","0.28","1.47","11","1","165155","440213","20130319"
"2","2","2","2","578","1","6.3","0.16","0.08","0.05","0.03","11","1","198924","425708","20130319"
"2","2","1","1","538","11","892.0","15.43","8.92","0.24","6.27","11","1","100885","454439","20130319"
"2","2","2","2","578","1","13.0","0.36","0.1","0.06","0.2","11","1","204776","473939","20130319"
"2","2","2","2","578","1","14.5","0.36","0.11","0.06","0.19","11","1","62879","483134","20130319"
"2","1","1","1","713","1","50.0","1.06","0.49","0.07","0.5","11","1","57024","341397","20130319"
"2","1","2","2","578","2","229.0","7.74","3.75","0.30000000000000004","3.69","11","1","170147","420817","20130319"
"2","2","1","1","578","10","249.45","3.47","2.0","0.11","1.3599999999999999","11","1","69077","438602","20130319"
"2","1","2","2","656","3","66.49","1.53","1.16","0.12","0.25","11","1","125935","378095","20130319"
"2","8","2","2","1","1","45.02","0.9500000000000001","0.59","0.09","0.27","11","1","157696","320904","20130319"
"2","1","1","1","713","1","14.8","0.24","0.11","0.03","0.1","11","1","194279","339355","20130319"
"2","1","2","2","656","5","247.75","6.69","3.86","0.36","2.47","11","1","154984","385078","20130319"
"2","2","1","1","578","1","300.0","5.19","3.0","0.06","2.13","11","1","198415","304900","20130319"
"2","1","1","1","656","5","395.42","7.87","3.84","0.54","3.49","11","1","218142","377576","20130319"
"2","2","1","1","708","1","34.15","0.43","0.17","0.01","0.25","11","1","104579","371719","20130319"
"2","2","1","1","708","6","77.0","1.3900000000000001","0.39","0.05","0.9500000000000001","11","1","223968","348787","20130319"
"2","2","2","2","681","1","11.0","0.29","0.08","0.06","0.15","11","1","108403","320802","20130319"
"2","1","1","1","578","1","169.0","3.68","1.6400000000000001","0.22","1.82","11","1","77346","488289","20130319"
"2","2","1","1","713","1","13.5","0.24","0.14","0.01","0.09","11","1","69608","341147","20130319"
"2","1","2","2","578","1","11.0","0.30000000000000004","0.2","0.03","0.07","11","1","161415","443080","20130319"
"2","2","1","1","578","5","76.0","1.4","0.38","0.04","0.98","11","1","199026","420318","20130319"
"2","2","2","2","578","1","45.0","1.6400000000000001","0.59","0.1","0.9500000000000001","11","1","113599","471054","20130319"
"2","2","2","2","713","1","41.0","1.23","0.31","0.09","0.8300000000000001","11","1","183378","341559","20130319"
"2","1","2","3","81","1","2580.0","55.48","51.84","3.16","0.48","11","1","153935","495987","20130319"
"2","1","2","2","656","4","57.64","1.5","0.48","0.12","0.9","11","1","18814","395021","20130319"
"2","1","2","2","628","8","187.1","4.88","3.27","0.33","1.28","11","1","190751","302433","20130319"
"2","1","2","2","713","2","200.0","6.5600000000000005","2.86","0.27","3.43","11","1","142091","338441","20130319"
"2","1","1","1","578","1","280.0","5.1","1.6","0.35000000000000003","3.15","11","1","98844","498564","20130319"
"2","1","1","1","578","6","140.7","2.47","1.3599999999999999","0.24","0.87","11","1","170966","421554","20130319"
"2","2","1","1","713","7","101.5","1.79","0.51","0.06","1.22","11","1","27041","343855","20130319"
"2","1","2","3","656","2","336.0","11.94","5.43","0.48","6.03","11","1","148252","462473","20130319"
"2","1","1","1","656","10","406.98","7.57","3.95","0.63","2.99","11","1","112353","383371","20130319"
"2","2","1","1","578","4","67.4","1.3","0.34","0.04","0.92","11","1","141816","472543","20130319"
"2","2","1","1","578","3","280.0","6.11","2.8","0.07","3.24","11","1","206885","304911","20130319"
"2","1","2","3","578","2","1505.0","51.87","26.25","1.8900000000000001","23.73","11","1","47873","330308","20130319"
"2","2","1","1","578","1","10.0","0.23","0.08","0.01","0.14","11","1","152909","403419","20130319"
"2","1","2","2","656","1","65.3","1.72","0.81","0.09","0.8200000000000001","11","1","166694","500772","20130319"
"2","2","1","1","708","2","106.0","2.07","0.53","0.03","1.51","11","1","103095","365756","20130319"
"2","2","1","1","578","1","34.9","0.8300000000000001","0.35000000000000003","0.01","0.47000000000000003","11","1","23229","484593","20130319"
"2","2","1","1","578","8","448.4","7.75","4.48","0.14","3.13","11","1","185032","404391","20130319"
"2","2","2","3","656","1","406.75","14.16","7.5600000000000005","0.58","6.02","11","1","101445","476526","20130319"
"2","2","1","1","578","1","22.0","0.44","0.22","0.01","0.21","11","1","91382","407701","20130319"
"2","2","1","1","681","2","58.2","1.06","0.29","0.02","0.75","11","1","228776","318142","20130319"
"2","2","1","1","656","2","29.9","0.58","0.24","0.02","0.32","11","1","206045","375702","20130319"
"2","1","2","2","578","27","470.22","11.76","7.79","0.93","3.04","11","1","201768","418580","20130319"
"2","1","1","1","553","46","2292.41","32.36","17.43","3.38","11.55","11","1","52835","439609","20130319"
"2","2","1","1","619","5","95.0","1.34","0.48","0.05","0.81","11","1","68040","491213","20130319"
"2","2","2","3","656","6","546.0","19.37","10.15","1.32","7.9","11","1","124431","393473","20130319"
"2","2","2","2","392","1","25.0","0.84","0.33","0.08","0.43","11","1","102180","504755","20130319"
"2","1","2","2","578","1","15.0","0.42","0.19","0.03","0.2","11","1","110644","407412","20130319"
"2","2","1","1","656","1","62.7","1.0","0.63","0.02","0.35000000000000003","11","1","181909","495890","20130319"
"2","1","2","2","552","2","139.4","4.55","1.96","0.2","2.39","11","1","25888","457026","20130319"
"2","1","2","2","708","9","182.95","4.86","2.66","0.35000000000000003","1.85","11","1","39537","366613","20130319"
"2","2","1","1","84","16","293.14","3.51","1.47","0.15","1.8900000000000001","11","1","43993","356055","20130319"
"2","2","1","1","681","1","5.0","0.1","0.04","0.01","0.05","11","1","186159","305551","20130319"
"2","2","1","1","392","1","190.0","4.31","1.62","0.04","2.65","11","1","169814","501702","20130319"
"2","1","2","3","708","1","1080.0","46.77","21.72","1.35","23.7","11","1","167246","373431","20130319"
"2","1","2","4","1","1","1714.72","42.9","38.4","2.2","2.3","11","1","197325","328640","20130319"
"2","2","1","1","578","3","167.8","3.84","1.5899999999999999","0.05","2.2","11","1","75746","432394","20130319"
"2","2","1","1","708","1","5.39","0.1","0.05","0.01","0.04","11","1","129297","372256","20130319"
"2","2","2","2","578","3","46.0","1.16","0.35000000000000003","0.19","0.62","11","1","106035","435960","20130319"
"2","1","2","2","84","13","199.98","4.4","2.96","0.4","1.04","11","1","67294","355785","20130319"
"2","2","2","2","713","11","374.14","9.81","1.6400000000000001","0.9500000000000001","7.22","11","1","125724","472839","20130319"
"2","1","1","1","578","1","25.0","0.6000000000000001","0.24","0.04","0.32","11","1","196316","419039","20130319"
"2","8","2","2","578","1","11.98","0.31","0.11","0.02","0.18","11","1","114768","473686","20130319"
"2","1","2","2","336","1","200.0","3.9","3.7199999999999998","0.25","-0.07","11","1","210840","466028","20130319"
"2","1","1","1","538","1","32.7","0.6000000000000001","0.32","0.05","0.23","11","1","127427","453818","20130319"
"2","2","1","1","656","5","138.55","2.27","1.3900000000000001","0.06","0.8200000000000001","11","1","125935","387831","20130319"
"2","1","1","1","578","4","140.0","2.36","1.3599999999999999","0.22","0.78","11","1","18150","425652","20130319"
"2","1","2","2","656","2","42.67","1.37","0.53","0.08","0.76","11","1","216830","395958","20130319"
"2","2","2","2","1","1","44.0","1.27","0.84","0.1","0.33","11","1","39604","498505","20130319"
"2","2","2","2","708","3","162.3","3.74","1.22","0.33","2.19","11","1","47668","374821","20130319"
"2","1","1","1","681","1","99.5","1.72","0.97","0.13","0.62","11","1","157578","355356","20130319"
"2","1","2","2","681","2","16.2","0.42","0.2","0.05","0.17","11","1","112262","499628","20130319"
"2","1","2","2","1","2","436.13","12.21","8.11","0.55","3.55","11","1","233303","297043","20130319"
"2","2","1","1","578","11","98.5","1.73","0.49","0.09","1.15","11","1","217501","400846","20130319"
"2","1","2","2","656","36","853.99","21.77","13.94","1.51","6.32","11","1","34858","381151","20130319"
"2","1","2","2","578","1","19.9","0.52","0.25","0.04","0.23","11","1","109180","409227","20130319"
"2","1","1","1","1","6","36.4","0.77","0.36","0.12","0.29","11","1","182155","328392","20130319"
"2","2","2","2","609","1","6.0","0.2","0.05","0.05","0.1","11","1","90261","318454","20130319"
"2","2","1","1","578","2","44.25","0.92","0.44","0.02","0.46","11","1","184618","403514","20130319"
"2","1","2","2","708","14","1099.8","26.39","17.6","1.51","7.28","11","1","190497","381239","20130319"
"2","1","1","1","708","4","32.88","0.68","0.19","0.09","0.4","11","1","182557","365269","20130319"
"2","1","2","3","578","2","836.95","28.48","13.77","1.13","13.58","11","1","60029","411016","20130319"
"2","2","1","1","690","1","200.0","3.4","1.0","0.05","2.35","11","1","149389","354883","20130319"
"2","2","2","2","578","3","75.84","2.54","0.99","0.23","1.32","11","1","63144","415092","20130319"
"2","1","2","2","599","1","23.0","0.58","0.29","0.04","0.25","11","1","40347","323871","20130319"
"2","2","1","1","656","9","176.82","3.48","1.77","0.09","1.62","11","1","155994","395786","20130319"
"2","1","2","2","656","11","99.1","2.61","1.6","0.26","0.75","11","1","226017","394908","20130319"
"2","1","1","1","609","1","199.0","3.62","1.9300000000000002","0.25","1.44","11","1","193729","504239","20130319"
"2","1","2","2","578","1","150.0","5.48","2.21","0.19","3.08","11","1","25958","468623","20130319"
"2","2","2","2","708","4","296.45","6.82","5.63","0.54","0.65","11","1","177832","372832","20130319"
"2","2","2","3","697","2","139.4","5.16","2.6","0.34","2.22","11","1","104999","470629","20130319"
"2","1","2","2","656","35","1406.99","36.74","14.3","2.16","20.28","11","1","219556","382660","20130319"
"2","2","1","1","681","3","63.41","1.07","0.19","0.03","0.85","11","1","209037","481228","20130319"
"2","1","1","1","628","6","158.95","3.0","1.54","0.28","1.18","11","1","185570","301490","20130319"
"2","1","2","2","1","20","463.44","10.79","7.84","0.8200000000000001","2.13","11","1","57845","469091","20130319"
"2","1","2","2","1","2","63.0","1.8","0.78","0.1","0.92","11","1","148083","467708","20130319"
"2","1","2","2","578","1","200.0","5.58","3.98","0.25","1.35","11","1","30040","441246","20130319"
"2","2","1","1","1","1","943.0","16.41","9.43","0.19","6.79","11","1","47859","489230","20130319"
"2","2","2","2","1","2","149.8","2.85","1.9500000000000002","0.27","0.63","11","1","213495","335511","20130319"
"2","2","2","2","484","3","43.8","0.99","0.33","0.19","0.47000000000000003","11","1","76535","338755","20130319"
"2","2","1","1","552","1","525.01","6.04","4.2","0.11","1.73","11","1","189361","444628","20130319"
"2","2","2","2","713","1","6.5","0.18","0.07","0.75","-0.64","11","1","74787","350157","20130319"
